% Model,
% Version,COMSOL 5.3.1.348
% Date,"Nov 16 2018, 17:53"
% Dimension,1
% Nodes,191
% Expressions,1
% Description,Line graph
% r,Height
0,0.952660776239656
1.6529868546616075E-4,0.9573847293164115
3.3059737093231803E-4,0.9621086823931668
4.958960563984788E-4,0.9668326354699223
6.611947418646395E-4,0.9715565885466777
8.264934273307968E-4,0.9762805416234331
9.917957785474836E-4,0.9723426573810041
0.0011570981297641739,0.9684047731385749
0.0013224004809808607,0.9644668888961458
0.0014877028321975475,0.9605290046537167
0.0016530051834142342,0.9565911204112876
0.0018183060240382493,0.9535594775776934
0.0019836068646622643,0.9505278347440992
0.0021489077052862793,0.947496191910505
0.0023142085459102943,0.9444645490769108
0.0024795093865343093,0.9414329062433167
0.0026448082265387307,0.9369285955946763
0.0028101070665431417,0.9324242849460359
0.00297540590654757,0.9279199742973955
0.003140704746551981,0.923415663648755
0.0033060035865564025,0.9189113530001146
0.0034713035292037765,0.9129520767894191
0.0036366034718511575,0.9069928005787236
0.003801903414498528,0.901033524368028
0.003967203357145909,0.8950742481573325
0.00413250329979328,0.8891149719466369
0.004297802978237151,0.8814357700995182
0.004463102656681008,0.8737565682523994
0.004628402335124893,0.8660773664052808
0.004793702013568751,0.8583981645581621
0.004959001692012622,0.8507189627110434
0.005124301662236416,0.8442250010305452
0.005289601632460197,0.8377310393500471
0.005454901602684005,0.8312370776695489
0.005620201572907789,0.8247431159890508
0.005785501543131583,0.8182491543085526
0.005950801209710841,0.8078374725240699
0.00611610087629013,0.7974257907395871
0.006281400542869405,0.7870141089551043
0.00644670020944868,0.7766024271706216
0.006611999876027955,0.7661907453861387
0.006777299859824747,0.7560605662237282
0.006942599843621555,0.7459303870613175
0.0071078998274183465,0.735800207898907
0.007273199811215155,0.7256700287364963
0.007438499795011946,0.7155398495740858
0.007603799457706711,0.7041422166387424
0.007769099120401496,0.6927445837033991
0.007934398783096281,0.6813469507680556
0.008099698445791049,0.6699493178327123
0.008264998108485834,0.6585516848973689
0.008430298092282625,0.6463417818146138
0.008595598076079437,0.6341318787318585
0.008760898059876229,0.6219219756491033
0.008926198043673061,0.6097120725663481
0.009091498027469853,0.5975021694835929
0.009256797694049194,0.5847605816353891
0.009422097360628535,0.5720189937871852
0.009587397027207852,0.5592774059389815
0.009752696693787213,0.5465358180907776
0.00991799636036653,0.5337942302425738
0.010083296330590092,0.5197224779130933
0.01024859630081363,0.5056507255836127
0.010413896271037192,0.4915789732541322
0.01057919624126073,0.47750722092465164
0.010744496211484291,0.46343546859517115
0.010909795889928693,0.4500597301425315
0.01107509556837312,0.43668399168989175
0.011240395246817522,0.4233082532372521
0.011405694925261948,0.40993251478461235
0.01157099460370635,0.39655677633197267
0.011736294546352714,0.3817118068365123
0.011901594488999079,0.36686683734105185
0.012066894431645443,0.3520218678455915
0.012232194374291832,0.33717689835013104
0.012397494316938196,0.32233192885467066
0.012562794020696669,0.30734912132441533
0.012728093724455117,0.2923663137941599
0.012893393428213565,0.27738350626390457
0.013058693131972013,0.2624006987336492
0.013223992835730485,0.2474178912033938
0.013389292729188942,0.2321449048218582
0.013554592622647424,0.2168719184403226
0.013719892516105881,0.20159893205878704
0.013885192409564366,0.18632594567725144
0.014050492303022823,0.17105295929571585
0.014215792059895357,0.1558285609556129
0.014381091816767892,0.14060416261550993
0.014546391573640426,0.12537976427540695
0.01471169133051296,0.11015536593530399
0.014876991087385494,0.09493096759520103
0.015042290912818144,0.07959659396583937
0.015207590738250794,0.0642622203364777
0.015372890563683444,0.048927846707116036
0.015538190389116094,0.033593473077754364
0.015703490214548744,0.0182590994483927
0.015868788900014898,0.002548203345530404
0.016034087585481055,-0.013162692757331892
0.01619938627094721,-0.028873588860194182
0.016364684956413363,-0.04458448496305648
0.01652998364187952,-0.06029538106591877
0.016695285993096203,-0.07463399113361666
0.016860588344312886,-0.08897260120131455
0.01702589069552957,-0.10331121126901242
0.017191193046746253,-0.11764982133671031
0.017356495397962936,-0.1319884314044082
0.01752179623858697,-0.14698630050820044
0.017687097079211,-0.16198416961199266
0.017852397919835034,-0.17698203871578488
0.018017698760459066,-0.19197990781957713
0.018182999601083098,-0.20697777692336936
0.01834829844108751,-0.2221050371712388
0.01851359728109192,-0.2372322974191082
0.018678896121096335,-0.25235955766697765
0.018844194961100742,-0.2674868179148471
0.019009493801105157,-0.2826140781627165
0.019174793743752534,-0.29647377053944807
0.019340093686399912,-0.3103334629161796
0.019505393629047314,-0.32419315529291115
0.01967069357169469,-0.33805284766964266
0.01983599351434207,-0.35191254004637423
0.020001293192785922,-0.3652998577611497
0.020166592871229776,-0.3786871754759251
0.02033189254967363,-0.39207449319070053
0.020497192228117484,-0.405461810905476
0.020662491906561338,-0.4188491286202514
0.020827791876785157,-0.43156681382337286
0.020993091847008954,-0.44428449902649436
0.021158391817232773,-0.45700218422961575
0.021323691787456595,-0.46971986943273725
0.021488991757680417,-0.4824375546358587
0.021654291424259654,-0.49498156932752535
0.021819591090838898,-0.5075255840191919
0.02198489075741816,-0.5200695987108586
0.0221501904239974,-0.5326136134025251
0.022315490090576665,-0.5451576280941918
0.022480790074373445,-0.5568280128006541
0.022646090058170275,-0.5684983975071164
